,sentiment,text
723,-1,"Tough, drunk talk from @RealDonaldTrump... #DrunkDonaldTrump https://t.co/rHz9d6eej4"
724,-1,I joined @RealDonaldTrump in a prayer for Arnold @Schwarzenegger... #NationalPrayerBreakfast https://t.co/sIKhP4uqGK
725,-1,"In this one, Americans believe @RealDonaldTrump nominated @RobKardashian to the Supreme Court #LieWitnessNews https://t.co/l53FoiyWpj"
726,-1,.@RealDonaldTrump picks #SCOTUS Judge Neil Gorsuch the only way he knows how... #CelebApprentice https://t.co/OMVp5qIiPF
727,-1,#TrumpTV is your ONLY source for completely unbiased news about @RealDonaldTrump https://t.co/wjVEPmTLON
728,-1,"Visuals by #JusticeLeague, audio by @RealDonaldTrump... #KimmelKartoon https://t.co/U5zLSX5WB1"
729,-1,I have some #AlternativeFacts to share too @KellyannePolls @RealDonaldTrump https://t.co/tyzyTo14kJ
730,-1,A PREVIEW of @JakeByrdFromTV at the #Inauguration of @RealDonaldTrump https://t.co/9VGvyuC4sY
731,0,An all election-themed edition of #UnnecessaryCensorship @RealDonaldTrump @HillaryClinton @TedCruz https://t.co/MuXM4NMdGK
732,0,".@AnthonyAnderson had @RealDonaldTrump &amp; @Oprahs phone numbers, so we called... https://t.co/rTJOUnbKXx"
733,0,.@RealDonaldTrump meets @StarWars #Inauguration https://t.co/2v6Ue1KGPw
734,1,President @BarackObama's worst sports moments https://t.co/aDNEeJaSak
735,0,Pedestrians weigh in on @RealDonaldTrump's first day in office - before it happens. Fake news! #LieWitnessNews https://t.co/u6SX6GQ2Bt
736,1,RT @KimKardashian: Awww was so much fun!!! Everyone check out Big Fan tonight in ABC https://t.co/MVJ1qVgNSz
737,0,#BigFan hosted by @AndyRichter returns TONIGHT at 10|9c. Watch @KimKardashian &amp; @ImKristenBell face off against obs https://t.co/PA5vj4r9sJ
738,0,FAKE NEWS!  @poliannesez @CNN @jimmyfallon Um @cnn host calls @jimmyfallon @jimmykimmel - guess all talk show jimmys look alike
739,-1,.@RealDonaldTrump &amp; #BillyBush are hitting the road for the travel show no one asked for! https://t.co/QGWqkOl6Ls
740,0,"In case you missed @RealDonaldTrumps press conference, we boiled it down to the best parts https://t.co/OH4Ifnmwqg"
741,0,The @RealDonaldTrump vs. @Schwarzenegger boardroom battle you've been waiting for... #CelebApprentice https://t.co/p1CBn7tB2S
742,-1,"The @ElfOnTheShelf is fine, but #TrumpOnAStump will make xmas great again @RealDonaldTrump https://t.co/a6hGlaUqo1"
743,1,Thank you!  I'll be wearing a gown either way @TheEllenShow
744,-1,"Its been a while, but #DrunkTrump is back! @RealDonaldTrump https://t.co/APBBF2kJdq"
745,-1,Did you hear @RealDonaldTrump is filling his cabinet with fictional supervillains? #LieWitnessNews https://t.co/RuxhQTGnBN
746,-1,Can you believe what @RealDonaldTrump has planned for the @WhiteHouse? #LieWitnessNews https://t.co/SgbU2PFaba
747,1,@RyanSeacrest thanks Ryan - xoxo
748,-1,Kids react to our new orange President... @RealDonaldTrump https://t.co/YD73l0RAED
749,-1,Vladimir Putin took time out of his busy schedule to congratulate @RealDonaldTrump https://t.co/tGJ9SGcODA
750,0,A look at what's next for the cast of the 2016 Presidential Election @RealDonaldTrump @HillaryClinton @TImKaine https://t.co/lyOKP3uxB2
751,0,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
752,1,BREAKING #LieWitnessNews - President @BarackObama to run for a third term! https://t.co/6urX45j8Tw
753,0,People weigh in on the steamy email exchange between @HillaryClinton &amp; Anthony Weiner #LieWitnessNews https://t.co/AolTicsKhH
754,0,@taylorlavigne91 @jimmyfallon @TheEllenShow Dr Stranger Things
755,0,"""I speak the BEST Hindi."" - @RealDonaldTrump https://t.co/ifR9mPEbMb"
756,0,Look what #NeganTWD did to @RealDonaldTrump @WalkingDead_AMC #TWD @JDMorgan https://t.co/ege0QW0ASw
757,0,Dogs dressed up like @Beyonce @FindingDory @RealDonaldTrump &amp; more #Halloween https://t.co/Ng2iG9cdjX
758,0,We asked @RealDonaldTrump supporters to say something nice about @HillaryClinton on her birthday https://t.co/2gcJ72o8lt
759,-1,The REAL #debate is between @RealDonaldTrump &amp; @Mike_Pence https://t.co/VjET36cwSp
760,0,These kids have strong opinions about @HillaryClinton @RealDonaldTrump and the vegetables they resemble #debate https://t.co/HFrSYlwW4p
761,-1,When are we going to meet this @RealDonaldTrump everyone's talking about? https://t.co/4ucxCGlbGh
762,0,NEW #KimmelKartoon - the Flintstones meet @RealDonaldTrump https://t.co/H5KHp4rMX2
763,0,.@HillaryClinton greeted @RealDonaldTrump at the #debate in a VERY shocking way... https://t.co/Zb3XRnKiOG
764,-1,".@RealDonaldTrump isnt on drugs, but if he was #CokedUpTrump https://t.co/dHm8K4thLR"
765,-1,#DrunkDonaldTrump vs. #CokedUpTrump... https://t.co/YwkTa4ALio https://t.co/yv1P4rKpCM @RealDonaldTrump
766,-1,.@RealDonaldTrump is for everything hes against! https://t.co/lVgh02jOrH
767,-1,A warning to those who robbed @KimKardashian from the future VP of the USA https://t.co/a5rCpxYCTM
768,0,A very special two-party edition of #DrunkDebate... @RealDonaldTrump @HillaryClinton https://t.co/vYKrnyIFWE
769,0,Watch pedestrians lie about seeing the debate before it happened!  #LieWitnessNews @HillaryClinton @RealDonaldTrump https://t.co/kpT1V0AoTC
770,1,A F@*!%ing special all-President @BarackObama edition of #UnnecessaryCensorship https://t.co/9RnclrxISB
771,1,RT @funnyordie: .@HillaryClinton sits down Between Two Ferns with Zach Galifianakis for her most memorable interview yet. https://t.co/169e
772,-1,".@RealDonaldTrump hasn't released his tax returns, but these people think he did... #LieWitnessNews https://t.co/pj7jSVhoxp"
773,0,Talking about @LouieAnderson @TerrenceHoward @TheRealTaraji @RealDonaldTrump @MarkBurnettTV &amp; more at the #Emmys... https://t.co/0myxL8QihL
774,0,My trip to The #Emmys with @JKCorden @OfficialJLD @MrTonyHale @JebBush #EmiliaClarke @RyanSeacrest &amp; more https://t.co/h4bFVkSIwv
775,1,"RT @TheEllenShow: Happy #TBT, @JimmyKimmel. Thank you for not killing my head writer. @KevinLemanII https://t.co/c0aW8hOFjk"
776,1,"RT @TheEllenShow: You know that game Who'd You Rather? From now on, I only wanna play it like this.  @JimmyKimmel &amp; @ScottEastwood https:"
777,1,I am on @TheEllenShow today! We have emojis! #Kimmel #EmojiExploji
778,0,#DrunkDonaldTrump returns with his thoughts on @HillaryClintons emails... https://t.co/Vhfy9yBhpd
779,0,Pedestrians react to the news that @RealDonaldTrump joined #DWTS... #LieWitnessNews https://t.co/i0NYxG2tjA
780,0,"NEW #LieWitnessNews - @HillaryClintons ""Big Announcement""
https://t.co/0q1HTY9hH3"
781,0,"Sorry @TimKaine - you're out and I'm in. @HillaryClinton #Kimmel4VPOMG
https://t.co/byAAKMyayP"
782,0,"These @HillaryClinton supporters unwittingly agreed with @RealDonaldTrump #RockTheQuote
https://t.co/nNRCKdXOTA"
783,0,"#DrunkDonaldTrump resurfaces in Harrisburg, Pennsylvania... @RealDonaldTrump
https://t.co/pCIChKWsLd"
784,0,"Surprisingly, a lot of talented puppeteers at the #RNCinCLE &amp; #DNCinPHL... @RealDonaldTrump @HillaryClinton
https://t.co/pbTYiVyoqS"
785,0,"The return of the #TroompaLoompas! @RealDonaldTrump
https://t.co/4QK81lzZ6O"
786,0,"A new edition of #DrunkDonaldTrump... @RealDonaldTrump
https://t.co/uCyy0T04tA"
787,0,".@RealDonaldTrump superfan @JakeByrdFromTV stirs things up at the #RNCinCLE... #DTF #GitHerDon
https://t.co/ETbo9rSZ8B"
788,1,@RyanSeacrest stop it Ryan.  You don't really care and we're too busy for this nonsense.
789,0,"These people were very outraged about nothing #LieWitnessNews @HillaryClinton email edition
https://t.co/dU0wQDYmeF"
790,1,"Im grateful for the smashing endorsement I received from @JohnCena #Kimmel4VPOMG
https://t.co/SkF97kJZk9"
791,0,@yaboymdawg @jimmyfallon me neither
792,-1,"June is Apology Month at participating Trump hotels! @RealDonaldTrump
https://t.co/tbNxAvywSY"
793,-1,"Troompa Loompa Doompaty Doo... #TroompaLoompas @RealDonaldTrump
https://t.co/HzOsrVK3gb"
794,0,".@RealDonaldTrump's not on the show tonight, but his employees are... #TroompaLoompas https://t.co/SzPNMg5MW9"
795,1,"BABY @StephenCurry30 &amp; @KingJames in their first commercial together #Droolade #StuffCurry
https://t.co/OFjtGB3ILg"
796,0,".@RealDonaldTrump will sue you for watching this
https://t.co/yJeYaIhfKT"
797,0,"Some @NBA players ACT like babies, others are them @StephenCurry30 @KingJames #NBAFinals #GSWvsCLE
https://t.co/noLN0mhI6F"
798,0,RT @TheEllenShow: The cast of #FindingDory (including me) is on @JimmyKimmel tonight! Swim on over to your DVR immediately.
799,0,".@TMZ_Sports caught @StephenCurry30 &amp; @KingJames hanging out during the #NBAFinals! #GSWvsCLE @NBA
https://t.co/M9QnnoH0fS"
800,1,"Dad will LOVE @StephenCurry30's new shoes! #Curry2
https://t.co/Yt1MF9P3qX"
801,1,".@RealDonaldTrump and @BernieSanders are RIGHT - the system is rigged! #Kimmel4VPOMG
https://t.co/2FBEDmOYTd"
802,0,"These #NBA players are looking younger &amp; younger... BABY @StephenCurry30 @KingJames #GSWvsCLE
https://t.co/LDB6Y1ppNL"
803,1,"Watch @KingJames callously snub @IamGuillermo AGAIN! #GSWvsCLE @Warriors @Cavs
https://t.co/zIvwBa28uL"
804,1,"Watch @BdotAdot5 AMAZING impersonations of NBA greats @StephenCurry30 @KingJames @Shaq @KobeBryant @JHarden13 &amp; more
https://t.co/5K35oesxiB"
805,1,"These babies look suspiciously like @StephenCurry30 &amp; @KingJames #NBAFinals #StuffCurry
https://t.co/7XAw82UBnH"
806,1,"NEW #NBA #MeanTweets w/@JalenRose @KlayThompson @BlakeGriffin32 @Andre Iguodala @RussWest44 @StephenCurry30 &amp; more
https://t.co/JmfnGpGjFU"
807,1,@AlexGruneiro @KingJames @RealGDT @JimmyKimmelLive I'm hoping he speaks to @IAMGUILLERMO first
808,-1,"When you slow @RealDonaldTrump down, he sounds VERY drunk #SlowAndTell
https://t.co/QyvPuCmHZE"
809,-1,"NEW @RealDonaldTrump childrens book Winners Still Arent Losers
https://t.co/kRpYcW6PIo"
810,1,".@JakeByrdFromTV sprinkles his madness all over a @BernieSanders rally
https://t.co/aZDeJbh16y"
811,0,RT @jaketapper: cc @realDonaldTrump @HillaryClinton https://t.co/bLahzDdItd
812,1,"A major motion picture from @ArianaGrande &amp; @Snapchat #DogFace
https://t.co/IvnVyVWjz8"
813,1,"He doesnt like to talk about it, but @RealDonaldTrump has a lot of money
https://t.co/3Nnu3XeUID"
814,0,"No, @RealDonaldTrump did NOT pick Dennis Rodman as his running mate NEW #LieWitnessNews
https://t.co/KxfojqQ4if"
815,0,".@GovernorPerry knows that cancer isnt necessarily a cancer @RealDonaldTrump
https://t.co/WXsb4cNABc"
816,1,"All very real, very fat babies #FatBabyBingo (and one looks like @StephenCurry30)
https://t.co/ArwIOsD4AM"
817,-1,"BRAND NEW trailer for #CaptainAmericaCivilWar starring @RealDonaldTrump @BernieSanders &amp; @HillaryClinton
https://t.co/LHSmIgzEQs"
818,1,"Senator @TedCruz &amp; I talk about #StarWars, yoga, cereal, @PinkFloyd #MenAtWork &amp; more
https://t.co/mE4FrPPMxa"
819,1,"I give @HillaryClinton a valuable lesson #mansplaining
https://t.co/4qI69Del3r"
820,0,"Senator @BernieSanders DOESN'T believe Climate Change is a hoax created by the Chinese... #weird
https://t.co/DGbjYi8xtX"
821,0,"no, @BarackObama did NOT nominate Sammy Hagar for the Supreme Court #LieWitnessNews
https://t.co/NfxhhkGHiO"
822,0,"This is the best. @JakeByrdFromTV runs wild at @RealDonaldTrumps Florida victory speech...
https://t.co/VHagfv8sbz"
823,0,"We get it @RealDonaldTrump, you have a lot of friends!
https://t.co/HExnYrIOZc"
824,-1,".@MittRomney reads mildly #MeanTweets from @RealDonaldTrump &amp; his supporters...
https://t.co/mK4UpZaNxu"
825,-1,".@MittRomney would strongly prefer that you don't vote for @RealDonaldTrump
https://t.co/Uf6vKKUS5t"
826,1,"We made sweet music out of @RealDonaldTrump #BingBongBing #HailToTheChief
https://t.co/0hjiAS9zpb"
827,1,".@IamGuillermo on the #Oscars red carpet with @KevinHart4Real @CharlizeAfrica @BryanCranston @WhoopiGoldberg &amp; more
https://t.co/Lstw2zXvAP"
828,0,"From the producers of ""The Producers,"" #Trumped w/Matthew Broderick, Nathan Lane @Cloris_Leachman &amp; @RealDonaldTrump
https://t.co/KUuxbT08xH"
829,1,"NEW #MeanTweets Movie Edition w/Christoph Waltz @PattyArquette George Clooney @KevinHart4Real Eddie Redmayne &amp; more
https://t.co/6iBf7OFahP"
830,1,"NEW music #MeanTweets with @EdSheeran @JoshGroban @DDLovato @OneDirection @LionelRichie @MumfordAndSons &amp; more...
https://t.co/jYqrO18ExR"
831,1,@DonaldJTrumpJr @realDonaldTrump what an adorable kid
832,1,".@RealDonaldTrump has a new book for CHILDREN
https://t.co/QF0mxkrp96"
833,0,"Tonight on #Kimmel @RealDonaldTrump, music from @GaryClarkJr, we find out if kids have been #NaughtyOrNice &amp; ALL NEW #MeanTweets"
834,1,"Will a woman ever be president? @HillaryClinton &amp; I asked some VERY honest kids...
https://t.co/sZNHKkTMLP"
835,0,"These people had a lot to say about @RealDonaldTrumps debate performance - before it happened #LieWitnessNews
https://t.co/RJwtawPWAU"
836,0,"People had opinions on @HillaryClinton's performance last night before the debate even happened #LieWitnessNews
https://t.co/EgCWRfbAfp"
837,1,congratulations to the #Cubs and #Chicago and @Oprah and thick pizzas
838,0,"We are running low on @RealDonaldTrump material, so I outsourced some joke writing to a company overseas
https://t.co/SHGYWowesn"
839,0,The story behind the cowboy going nuts behind @RealDonaldTrump in Dallas http://t.co/lLlzYCAUrV @JakeByrdFromTV #DTF
840,1,"New #PedestrianQuestion - Is President @BarackObama a Muslim?
https://t.co/VRKM8Axiuz"
841,1,"We blindfolded @TheRealRoseanne &amp; @DDLovato for this...
https://t.co/lOloFGKkDj"
842,0,"Watch dogs take orders from @RealDonaldTrump
https://t.co/A7CM4UPQFP"
843,0,"Pedestrians answer our most #ConfusingQuestion yet, feat. @RealDonaldTrump &amp; @WizKhalifa
https://t.co/m2RylFd9K6"
844,0,"step aside @KanyeWest - @JoshGroban sings the tweets of @RealDonaldTrump...
https://t.co/OdBwPfQipj"
845,1,Thank you @jimmyfallon &amp; @FallonTonight for the oysters and the male prostitutes!  XOXO http://t.co/aMMdhKa9Yg
846,1,RT @ArianaGrande: I stand by u @jimmykimmel. making a donation to @WWF in hopes that C's death won't be forgotten. #RIPCecilTheLion &lt;/3 htt
847,1,".@KevinJames is NOT @KingJames cousin. New #LieWitnessNews @Cavs Edition
https://t.co/Ss6LUvtn2l"
848,1,".@IamGuillermo talks to the @Warriors &amp; @Cavs at #NBAFinals Media Day... @StephenCurry30 @KingJames
https://t.co/7D08POJIcD"
849,1,"NEW #MeanTweets: #NBA Edition with @AndrewBogut @StephenCurry30 @DeAndreJordan6 @BlakeGriffin32 &amp; more...
https://t.co/PqLZz72dJX"
850,1,thank you @MannyPacquiao for making me your @justinbieber - see you in the ring!  https://t.co/PjXUz6ttL8
851,1,RT @MTVAUSTRALIA: #EddieSmurfy well played @jimmykimmel @KevinHart4real #movieawards #MTVAUSTRALIA http://t.co/LBCcj8YlV8
852,1,beautiful job @realjeffreyross @natashaleggero @petedavidson @hannibalburess &amp; host @KevinHart4real - really funny #roastofjustinbieber
853,1,"RT @jimmyfallon: @jimmykimmel: oh, @jimmyfallon what did you DO?! http://t.co/OKBlvY2JiN That's not me. That's young Bob Dylan doing Cabe"
854,1,"oh, @jimmyfallon what did you DO?! http://t.co/1hWm24Ucqw"
855,1,President @BarackObama reads his #MeanTweets  http://t.co/s8H4c96ybb
856,-1,.@BetteMidler sings the tweets of @KimKardashian http://t.co/lXMDHPpTIs
857,1,I had no idea Id be talking to @KevinHart4Real until 4 seconds before I did
858,0,@AlbrechtJohnny @jimmyfallon sometimes
859,1,NEW #MeanTweets music edition with @BritneySpears @ArianaGrande @Jason_Aldean @5SOS @KatyPerry @Psy_Oppa &amp; more... http://t.co/gBUZyF4DCR
860,0,.@KevinHart4real and I visit a haunted house https://t.co/OHLrpnavFZ #FallonTonight
861,1,".@KevinHart4real and I play a game show version of ""Would You Rather"" https://t.co/MkdVCMpKIj #FallonTonight"
862,1,"Tonight: Playing a new game w/@KevinHart4real, @fleabag's Phoebe Waller-Bridge stops by, plus @JamesBayMusic performs. #FallonTonight"
863,0,"Tonight on the show: @HillaryClinton, @terrycrews, and music from @ArianaGrande. Plus #Ew returns with @MileyCyrus! #FallonTonight"
864,0,"Tonight: @realDonaldTrump, @normmacdonald, a performance by Kiiara, and your funniest #MyTeacherIsWeird tweets. #FallonTonight"
865,1,.@ArianaGrande and I take the Best Friends Challenge https://t.co/4ybuHDmeTK #FallonTonight
866,1,"Fun show tonight: @ArianaGrande is here to talk + perform, @russwest44 stops by, and @NFL players read new Superlatives! #FallonTonight"
867,0,"RT @TVGuide: .@BarbraStreisand and ""Donald Trump"" make duetting great again https://t.co/jlmoxtqLJc @jimmyfallon @realDonaldTrump https://t"
868,0,.@ArianaGrande and I combine snaps into a #SnapchatDuet https://t.co/xHUd2YoPKG #IntoYou #FallonTonight
869,0,#SnapchatDuet with @ArianaGrande on the show tonight. #IntoYou #FallonTonight https://t.co/63vtbB0hoF
870,0,"Tonight: @RyanSeacrest, @CedEntertainer, @ChrisYoungMusic performs ft @VGcom and it's #ThankYouNoteFriday! #FallonTonight"
871,1,.@ArianaGrande and I have a Lip Sync conversation https://t.co/7LFb615HLc #FallonTonight
872,1,@ArianaGrande thanks again! So #talented #DangerousWoman
873,1,"Back with new shows tonight!! @rickygervais stops by, plus @ArianaGrande is here to talk + perform! #FallonTonight"
874,1,Donald Trump and Presidential Candidate Sen. @TedCruz share a phone call before the show https://t.co/piyIiIc7WP #FallonTonight
875,1,"Tonight: @hughlaurie, Presidential Candidate @tedcruz, music from @1future &amp; your #MyGeniusIdea tweets! #FallonTonight"
876,1,Congratulations @RyanSeacrest and everyone at Idol for a game changing experience. I was there from day 1.
877,1,.@JohnCena and I play Sticky Balls https://t.co/ilMzY5O0rS #FallonTonight
878,1,"Fun show tonight: @SusanSarandon, @JohnCena and a performance from Michael Stipe! #FallonTonight"
879,1,@TheRealCayleeC @justinbieber @savannahfisher6 nice!
880,0,"Tonight: @BryanCranston, @ddlovato, music from @theweeknd and it's #ThankYouNoteFriday! #FallonTonightLA"
881,0,"Tonight: Playing ""Box of Lies"" w/Vince Vaughn, @RyanSeacrest is here + music from @deadandcompany! #DeadAndCompanyFallon #FallonTonightLA"
882,1,It's always fun trying a new impression. Hope you sawr it @berniesanders!!   https://t.co/Fte7KgxO9i #FallonTonight
883,1,Motivation. Thanks @KevinHart4real and @Nike #MoveWithHart #BabySteps https://t.co/sjhO8mlpyl
884,1,Thank you @KevinHart4real &amp; @Nike for inspiring me to run. 1 mile - but it feels good! #MoveWithHart https://t.co/HfjmjcujZT
885,0,"Tonight: Presidential Candidate @HillaryClinton, @LucyLiu, music from @official_flo &amp; your #IfIWonPowerball tweets! #FallonTonight"
886,0,"""Drinko"" returns with @KevinHart4real https://t.co/2ykaL9aOcu #FallonTonight"
887,1,"Tonight: Playing ""Drinko"" w/@KevinHart4real, plus @noelfielding11 stops by &amp; @joshuatopolsky demos the latest tech from #CES! #FallonTonight"
888,0,"Tonight: Presidential candidate Senator @BernieSanders, @JohnCena, and @troyesivan makes his TV debut! #TroyeOnFallon #FallonTonight"
889,1,RT @Z100NewYork: WATCH @jimmyfallon and @justinbieber and their awesome secret handshake https://t.co/V4fjtAsE6x #FallonTonight
890,0,.@justinbieber and I say hi with a #SecretHandshake https://t.co/gEuwCGeYzF #FallonTonight
891,0,.@justinbieber Grab the elbow. You always have to grab the elbow. For respect. #SecretHandshake https://t.co/vFs012ntDB
892,1,.@justinbieber respect (thanks for the bit tonight!) #PURPOSE #FallonTonight https://t.co/WEjvUQFUdD
893,0,".@justinbieber, @jessetyler and I race through Rockefeller Plaza with some #Championship4 teammates https://t.co/HRZsefl2Lk"
894,0,"RT @NASCAR:   
Our #Championship4 battle it out with @jimmyfallon, @jessetyler and @justinbieber tonight on @FallonTonight! https://t.co"
895,1,"Oh - and @justinbieber crushes ""Sorry"" tonight! https://t.co/Q4kSttK0KM https://t.co/xRNKExgbhK"
896,1,"Tonight: Rooney Mara, @jessetyler and music from @justinbieber! Plus something fun with @JeffGordonWeb &amp; some @NASCAR guests! #FallonTonight"
897,0,"Tonight: Playing Wheel of Impressions w/@danacarvey, talk + music with @ddlovato and it's #ThankYouNoteFriday! Don't miss! #FallonTonight"
898,0,Donald Trump calls @HillaryClinton before her appearance on show https://t.co/RzaHQq6U3B #FallonTonight
899,0,"Tonight: Presidential candidate @HillaryClinton is here, plus Dakota Johnson stops by and @fettywap performs! #FallonTonight"
900,1,Playing Wheel of Musical Impressions with the very talented @ArianaGrande https://t.co/CBJA2hUGYY #FallonTonight
901,1,Thank you @ArianaGrande for the duet and for the announcement. We love you here. #NewMusic #FallonTonight
902,0,"Tonight: Robert De Niro is here, talking with @ArianaGrande, and @duranduran performs! #FallonTonight"
903,0,"Tonight: Presidential candidate @realDonaldTrump, @terrencehoward and a very special musical performance from @Pharrell! #FallonTonight"
904,1,And Lip Sync Battling against the incredible @TheEllenShow last night https://t.co/SA8GXjvTQU #FallonTonight
905,1,.@TheEllenShow KILLS IT in 2 mins!!  #LipSyncBattle
906,1,.@TheEllenShow challenged me to a lip sync battle tonight. I accepted. Now I have to choose two songs... #FallonTonight #LipSyncBattle
907,1,.@justinbieber and @questlove have drum-off rematch! https://t.co/MSJ82Xao3I #FallonTonight #BieberOnFallon
908,1,Tonight: Doing something fun with @justinbieber then he's performing w/@TheRoots! Plus @SalmanRushdie is here! #FallonTonight
909,1,"Happy #ThankYouNoteFriday! Tonight on the show: @RyanSeacrest, @TrevorNoah, and stand-up from Tig Notaro! #FallonTonight"
910,1,"Tonight on the show: @KingJames is here, playing something fun with Tina Fey &amp; Amy Poehler, and @omimusiconline performs! #FallonTonight"
911,1,"Tonight: @JeremyPiven is here, doing something fun w/@ArianaGrande and a tech demo w/@joshuatopolsky! #FallonTonight #ThankYouNoteFriday"
912,1,"@jimmykimmel: oh, @jimmyfallon what did you DO?! http://t.co/OKBlvY2JiN That's not me. That's young Bob Dylan doing Caberet."
913,1,Here! Thanks @StephenCurry30 @Klow7 @jimmyfallon @MarcGasol @boogiecousins @chrisbosh @Teague0  #NBAAllStarNYC http://t.co/oIozbl8WPV
914,0,@StephenCurry30 where's that selfie? You got it?
915,0,Tonight: Playing Password with @TheEllenShow and two Oscar-nominated surprise guests! Plus talk + music from @NeilYoung! #FallonTonightLA
916,1,Okay @ArianaGrande you did it - homemade vegan snickerdoodles were sooooo good. Vegan? Reals? Delicious! #OneLastTime http://t.co/kbKPZAbGi6
917,1,"Will Ferrell, @KevinHart4real and I lip sync battle! Secret weapon Barrymore. https://t.co/YPMgMvYVS7 #FallonTonightLive"
918,0,".@theroots &amp; I perform ""We Are The Champions"" w/ @OneDirection, @arianagrande, @usher &amp; more http://t.co/Qupp9HFMIy #FallonTonightLive"
919,1,"Will Ferrell, @KevinHart4real and I have an epic lip sync battle!! https://t.co/YPMgMvYVS7 #FallonTonightLive"
920,1,Thanks @ArianaGrande #OneLastTime @KevinHart4real and Will Ferrell #GetHard Drew @Patriots Arnold and of course Arizona. #FallonLive
921,1,About 20 other special guests including @ArianaGrande performing her new song! LIVE!Coast to Coast! #SuperFallon #FallonTonight
922,1,I'm on @TheEllenShow (who is scary fun) with @Sia (who is awesome) today. Then I'm off to AZ! http://t.co/5BXIAV4sb8
923,1,"Fun show tonight! Playing Charades w/@RyanSeacrest &amp; Taraji P. Henson (@therealtaraji), music from @MaddieandTae &amp; it's #ThankYouNoteFriday!"
924,1,.@KevinHart4real and I play an intense game of Slapjack https://t.co/VCNBEhfcIa #FallonTonight
925,1,Tonight: Playing Slapjack with @KevinHart4real! Plus Jay Baruchel (@BaruchelNDG) stops by and @Meghan_Trainor performs. #FallonTonight
926,1,"RT @edwardbarsamian: ""and you know what else I prepared for. To be president."" @HillaryClinton https://t.co/2pc1zLDKqm"
927,1,Proud of my baby @kanyewest on @theellenshow #KanyeonEllen https://t.co/XNjCYBDU1N
928,1, @ddlovato dammnnnnn Regina!!!!!
929,1,RT @ddlovato: You know you're best friends when you can't even take your own fights seriously...  @m_callahan https://t.co/ypKwuP9YDI
930,1,"RT @eonline: Relive @RyanSeacrest's most memorable moments on the #ERedCarpet from Hollywoods biggest nights!
https://t.co/uqDsYxx8JJ"
931,1,RT @KardashianNavy: Hillary Clinton and @TheEllenShow talking about Kim's Lumee selfie case (https://t.co/IgMV8mo4GU) https://t.co/iASEiTph
932,1,Tune into @TheEllenShow &amp; see Hilary Clinton talking about our selfie experience &amp; my Lumee cell phone case! So cute!
933,1,RT @RyanSeacrest: the last 100 yrs of new years style was a rollercoaster but I dont know if we can ever be forgiven for 1995: https://t.
934,0,ohhhhh @RyanSeacrest in the houzzzze #GraduationTime
935,1,Kanye is performing for President Obama @barackobama in San Fran on 10/10. Come hang out with us! Tix here http://t.co/WlywXJQy6j
936,1,Who saw @TheEllenShow today?Well this is right before I went on...Northie &amp; Ellen brushing My Little Pony's hair lol http://t.co/2DoYOXV1sy
937,1,Don't miss me on @TheEllenShow today! Always a good laugh and of course some good selfies with perfect lighting! http://t.co/2WWQuuNUDA
938,1,Thanks for hosting Kendall &amp; Kylie's graduation ceremony! @ryanseacrest #SurpriseGraduationParty  http://t.co/ItiBoR8tJO
939,1,I love supporting inspiring women doing their thing! Congrats @TheEllenShow on your new clothing line http://t.co/OKkO0dTlRn
940,1,RT @TheEllenShow: You're gonna need some Cold Water after this acoustic performance by @JustinBieber. https://t.co/0WpAJ2yQhq
941,1,RT @TheEllenShow: .@JustinBieber is in the building. https://t.co/PpYEbKJP6p https://t.co/SMrPVNJRlI
942,1,Tomorrow @TheEllenShow :) https://t.co/Wc38RHSq2Z
943,1,I want to see the new @KevinHart4real movie #WhatNow - congrats Kev. Everyone let me know how it is
944,0,"RT @SB_Projects: #MTVEMA nominations are in! Vote for @arianagrande, @justinbieber, @kanyewest &amp; @martingarrix NOW  https://t.co/QEVAedqEZQ"
945,1,Happy #FindingDory day @TheEllenShow
946,0, @KevinHart4real @JKCorden https://t.co/kxo3M5SJkF
947,1,Good times with @theellenshow last week. #giveback https://t.co/eUyg8VG7c0
948,1,Love u @TheEllenShow
949,1,congrats to my friend @TheEllenShow on her @PeoplesChoice favorite humanitarian award tonight for @stjude ! #PCAs #giveback
950,0,RT @jimmyfallon: .@justinbieber and I say hi with a #SecretHandshake https://t.co/gEuwCGeYzF #FallonTonight
951,1,I don't know if everyone is ready for tonight and the #SecretHandshake @jimmyfallon :) https://t.co/yBKnaXnZ0E
952,1,RT @jimmyfallon: .@justinbieber respect (thanks for the bit tonight!) #PURPOSE #FallonTonight https://t.co/WEjvUQFUdD
953,0,Last night a little #sorry on @jimmyfallon @FallonTonight  https://t.co/25egy1QKLx
954,1,Time to sing. @jimmyfallon @FallonTonight on now. Thanks. #purpose https://t.co/MlWjrB3OyH
955,1,"RT @jimmyfallon: Oh - and @justinbieber crushes ""Sorry"" tonight! https://t.co/Q4kSttK0KM https://t.co/xRNKExgbhK"
956,0,Tonight I sing and race on @jimmyfallon and the @FallonTonight https://t.co/idT6l4V8UL
957,0,Tonight @jimmyfallon https://t.co/bMNTckuBdi
958,1,Doing something great with @jimmyfallon
959,0,#LoveYourself on @TheEllenShow today https://t.co/DulDmX9G1V
